Truth,Decoded
Salve quanto costa quell articolo,a io io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",euro io
A che ora arriva il pullman,bene io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,io lo
Va bene grazie lo stesso,pero io
Prego,io io
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,certo io
Si grazie e arrivederci,tra io
Le auguro una buona giornata,e e io
Buongiorno io sono Mario,io lo
Buonasera io sono Mario,prego io
Piacere Luigi come stai,pero io
Tutto bene tu,certo
Salve quanto costa quell articolo,e io
E in offerta costa dieci euro,e io
Tutto bene grazie,e io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",e io
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,e io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io e e io
Va bene grazie lo stesso,bene io
Prego,io
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,e io
