Truth,Decoded
Quanto costa il biglietto,a tu a a a a a tra
Purtroppo non lo so pero potresti chiedere all autista,a io a a a tra
Va bene grazie lo stesso,a io a a a irir tra
Prego,io a tra
Perfetto vorrei comprarne due.,a a a io
Certo ecco a lei vuole un sacchetto,a tu a a a tra
Si grazie e arrivederci,a io a a a a a a a io
Le auguro una buona giornata,a tu a a tra
Buongiorno io sono Mario,a io e a a a a a a io
Buonasera io sono Mario,tra io
Piacere Luigi come stai,a io a a a tra
Tutto bene tu,a a a a a io
Salve quanto costa quell articolo,io
E in offerta costa dieci euro,io
Tutto bene grazie,a io
Prendiamo un caffe al bar,io
"Certo volentieri, io lo prendero macchiato",a io
A che ora arriva il pullman,io
Dovrebbe arrivare tra qualche minuto,si io
Quanto costa il biglietto,io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,io
Prego,io
Perfetto vorrei comprarne due.,io
Certo ecco a lei vuole un sacchetto,io
Si grazie e arrivederci,io
Le auguro una buona giornata,io
Buongiorno io sono Mario,a io
Buonasera io sono Mario,a a
Piacere Luigi come stai,sono
Tutto bene tu,io
Salve quanto costa quell articolo,pero rato
