Truth,Decoded
Salve quanto costa quell articolo,salve una costa ltiolo
E in offerta costa dieci euro,e in costa coraieieuro
Tutto bene grazie,tungio bene mario
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",crtoeo vetri io le prendero drmchiato
A che ora arriva il pullman,che a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e rvara e un minuto
Quanto costa il biglietto,certo lo a si lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo plopero si e e autista
Va bene grazie lo stesso,va e grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e arierci
Le auguro una buona giornata,pero un un un a
Buongiorno io sono Mario,crtoniorno io sono mario
Buonasera io sono Mario,pereoara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,salve quanto costaqulino
E in offerta costa dieci euro,e in ora costa ieieuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un a a
"Certo volentieri, io lo prendero macchiato",certo voentri pero lo lo prendero mcriato
A che ora arriva il pullman,e che ora mario pullman
Dovrebbe arrivare tra qualche minuto,porebervar ravulunuto
Quanto costa il biglietto,tutto bene ilito
Purtroppo non lo so pero potresti chiedere all autista,prtroponon lo pero coeceredrn autista
Va bene grazie lo stesso,va e grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretorei comprndue
Certo ecco a lei vuole un sacchetto,certo lo a lei lo ucheto
