Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potet chiedere al autista
Va bene grazie lo stesso,va e grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo lei vuole un sacchetto
Si grazie e arrivederci,buzie io come certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a gqunozrata si io stesso
E in offerta costa dieci euro,lei
Tutto bene grazie,tutto oegre
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pireired e
A che ora arriva il pullman,e ora io e
Dovrebbe arrivare tra qualche minuto,doreroto che al tu minuto
Quanto costa il biglietto,sgruzto io io
Purtroppo non lo so pero potresti chiedere all autista,pirezioire io io picrie a una
Va bene grazie lo stesso,si grazie mario e drcso
Prego,pero
Perfetto vorrei comprarne due.,certo corerire due
Certo ecco a lei vuole un sacchetto,preruia io io due
Si grazie e arrivederci,si gragrue
Le auguro una buona giornata,prunco una un a
Buongiorno io sono Mario,preotu
Buonasera io sono Mario,pero mario
Piacere Luigi come stai,piacere lo dieci stai
Tutto bene tu,ruti e
Salve quanto costa quell articolo,salve quanto costa quell articolo
