Truth,Decoded
Quanto costa il biglietto,lo lo lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo io io ereito
Va bene grazie lo stesso,lo e lo
Prego,lo io
Perfetto vorrei comprarne due.,pero lo lo e lo
Certo ecco a lei vuole un sacchetto,lo lo ora io io io
Si grazie e arrivederci,lo e io
Le auguro una buona giornata,euro io io
Buongiorno io sono Mario,lo lo lo lo io
Buonasera io sono Mario,lo lo lo lo lo io
Piacere Luigi come stai,lo lo lo certo
Tutto bene tu,lo lo io
Salve quanto costa quell articolo,pero lo
E in offerta costa dieci euro,pero lo
Tutto bene grazie,lo lo
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",pero io
A che ora arriva il pullman,pero io
Dovrebbe arrivare tra qualche minuto,tra io
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo io
Va bene grazie lo stesso,pero io
Prego,pero
Perfetto vorrei comprarne due.,pero lo io e io
Certo ecco a lei vuole un sacchetto,e lo
Si grazie e arrivederci,pero lo
Le auguro una buona giornata,pero lo lo
Buongiorno io sono Mario,pero lo
Buonasera io sono Mario,pero io io
Piacere Luigi come stai,pero lo
Tutto bene tu,pero io
Salve quanto costa quell articolo,e e a a lo
