Truth,Decoded
Prego,prego
E in offerta costa dieci euro,e in offerta cosadie prego
Va bene grazie lo stesso,bene grazie lo stesso
Tutto bene grazie,tutto e grazie
Prendiamo un caffe al bar,pero un caffe al bar
Si grazie e arrivederci,e grazie io e io euro
"Certo volentieri, io lo prendero macchiato",certo volntri e io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una una giornata
Salve quanto costa quell articolo,le euro io come un iacheto
Buonasera io sono Mario,buonerno io sono mario
Certo ecco a lei vuole un sacchetto,cerheonaero lo vuole e macheto
Quanto costa il biglietto,quanonostn il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Certo ecco a lei vuole un sacchetto,certo ecco a e vuole un sacchetto
Salve quanto costa quell articolo,salve bene costa quell articolo
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le auguro una buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
Va bene grazie lo stesso,va bene grazie lo stesso
"Certo volentieri, io lo prendero macchiato",certo volnterieri io lo prendero macchiato
Si grazie e arrivederci,io e e ariedercri
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,pquroponon lo so pero potet che bene il una
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa e si euro
Le auguro una buona giornata,le auguro una buona giornata
