Truth,Decoded
Quanto costa il biglietto,pero io
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io
Va bene grazie lo stesso,io io
Prego,io lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,pero io io lo
Si grazie e arrivederci,pero io io
Le auguro una buona giornata,pero io io
Buongiorno io sono Mario,pero io io io io
Buonasera io sono Mario,pero io io io io
Piacere Luigi come stai,io lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,e io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",euro io
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,pero io
Va bene grazie lo stesso,pero io
Prego,e io
Perfetto vorrei comprarne due.,pero lo
Certo ecco a lei vuole un sacchetto,euro io
Si grazie e arrivederci,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,io io
Salve quanto costa quell articolo,a e io io
