Truth,Decoded
Quanto costa il biglietto,bene io
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo e io
Va bene grazie lo stesso,bene
Prego,tutto
Perfetto vorrei comprarne due.,bene lo lo io
Certo ecco a lei vuole un sacchetto,lo lo io io io
Si grazie e arrivederci,bene io
Le auguro una buona giornata,bene io
Buongiorno io sono Mario,lo lo lo mario
Buonasera io sono Mario,tu lo lo io
Piacere Luigi come stai,lo lo e
Tutto bene tu,bene sono
Salve quanto costa quell articolo,a e lo
E in offerta costa dieci euro,tra lo
Tutto bene grazie,lo io
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",a lo
A che ora arriva il pullman,piacere a
Dovrebbe arrivare tra qualche minuto,pero io
Quanto costa il biglietto,tra lo
Purtroppo non lo so pero potresti chiedere all autista,pero io
Va bene grazie lo stesso,e e
Prego,pero
Perfetto vorrei comprarne due.,pero io io si
Certo ecco a lei vuole un sacchetto,e io
Si grazie e arrivederci,piretio
Le auguro una buona giornata,pero io
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego
Piacere Luigi come stai,pero e
Tutto bene tu,pruoi
Salve quanto costa quell articolo,a a lo
