Truth,Decoded
Prego,prego
E in offerta costa dieci euro,e in offerta csadie direuo
Va bene grazie lo stesso,va e grazie lo stesso
Tutto bene grazie,tutto e grazie
Prendiamo un caffe al bar,pero un caffe al bar
Si grazie e arrivederci,bunzie io e io ecco
"Certo volentieri, io lo prendero macchiato",certo volenti e io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una una giornata
Salve quanto costa quell articolo,le un io come un bicto
Buonasera io sono Mario,buonernao io sono mario
Certo ecco a lei vuole un sacchetto,cerhtoasero lo sono umachto
Quanto costa il biglietto,quanto costa il io
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Certo ecco a lei vuole un sacchetto,certo e io a e vuole un sacchetto
Salve quanto costa quell articolo,salve bene costa quell articolo
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le auguro una buona girna
A che ora arriva il pullman,a che ora arriva il pullman
Va bene grazie lo stesso,va bene grazie lo stesso
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Si grazie e arrivederci,in e e riederci
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al a
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,auguro non lo so pero potet piacere il una
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa e si euro
Le auguro una buona giornata,le auguro una buona giornata
