Truth,Decoded
Quanto costa il biglietto,un lo so lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo io lo stai autista
Va bene grazie lo stesso,va bene e so
Prego,pero
Perfetto vorrei comprarne due.,dretoerei come io
Certo ecco a lei vuole un sacchetto,creorara io come ariato
Si grazie e arrivederci,a lei io io lo
Le auguro una buona giornata,lo auguro un io
Buongiorno io sono Mario,uonono io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piaereon lo io io
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,e e io
E in offerta costa dieci euro,pero io
Tutto bene grazie,preoeri
Prendiamo un caffe al bar,pero a
"Certo volentieri, io lo prendero macchiato",pireoreua
A che ora arriva il pullman,a bene ora e
Dovrebbe arrivare tra qualche minuto,pero tareuo
Quanto costa il biglietto,prego io
Purtroppo non lo so pero potresti chiedere all autista,certo io io un
Va bene grazie lo stesso,pireoe io
Prego,pirei
Perfetto vorrei comprarne due.,certo iride si
Certo ecco a lei vuole un sacchetto,si e a a
Si grazie e arrivederci,si mario
Le auguro una buona giornata,e lo e e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego
Piacere Luigi come stai,pero lo io si
Tutto bene tu,prego lo e
Salve quanto costa quell articolo,salve feanrta e so
