Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo io pero e e lo autista
Tutto bene grazie,tutto e grazie
E in offerta costa dieci euro,e in tra costa dieci euro
Va bene grazie lo stesso,va bene rarai lo stesso
Piacere Luigi come stai,piacere lo che stai
Dovrebbe arrivare tra qualche minuto,dovrebbe e arrivare salve minuto
"Certo volentieri, io lo prendero macchiato",certo volonini lo pero pedln macchiato
Prendiamo un caffe al bar,prendiamo un e lo bar
Prego,e
Salve quanto costa quell articolo,salve quanto lo io lo articolo
Buonasera io sono Mario,buona io so mario
Perfetto vorrei comprarne due.,prego vorrei io al due
Si grazie e arrivederci,e a
Buonasera io sono Mario,buona io so mario
Va bene grazie lo stesso,si grazie a io
Dovrebbe arrivare tra qualche minuto,si greoe tra due
