Truth,Decoded
Va bene grazie lo stesso,si grazie rziv lo io
"Certo volentieri, io lo prendero macchiato",a grente e io
Buongiorno io sono Mario,buongiorno io sono mario
Perfetto vorrei comprarne due.,si grato costa bene io
E in offerta costa dieci euro,si grazie e si
Piacere Luigi come stai,piacereoelrli come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo pero potresti chiedere al autista
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Si grazie e arrivederci,si grazie e arrivederci
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene tu,tutto bene tu
Va bene grazie lo stesso,va bene grazie lo stesso
