Truth,Decoded
Tutto bene tu,quntoto ora e grazie
Buonasera io sono Mario,bunsra io sono mario
Certo ecco a lei vuole un sacchetto,e e a a io lo salve
E in offerta costa dieci euro,a grere a e e
A che ora arriva il pullman,io ora io so e
Tutto bene grazie,e quanto io e bglaie
Salve quanto costa quell articolo,a gqanratcostalo stesso
Va bene grazie lo stesso,a grazie e grazie lo stesso
Le auguro una buona giornata,e lo io un come il a
Dovrebbe arrivare tra qualche minuto,ora arrivare che minuto
Prego,prego tu
Purtroppo non lo so pero potresti chiedere all autista,certo vonen e io lo io lo autista
"Certo volentieri, io lo prendero macchiato",e bene lo due
Si grazie e arrivederci,sirededie
Prendiamo un caffe al bar,prendiamo un a al bar
Piacere Luigi come stai,piacere lo come stai
