Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Va bene grazie lo stesso,bene e mario lo stesso
Buonasera io sono Mario,buona io io mario
Si grazie e arrivederci,si rezeze riertes
Prego,pero
Prendiamo un caffe al bar,prendero un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io io io si io al costa
Prendiamo un caffe al bar,prendiamo un a al un
Le auguro una buona giornata,e euro una giornata
E in offerta costa dieci euro,e in ora io dieci euro
Dovrebbe arrivare tra qualche minuto,dovrbebearivar tu salve minuto
Salve quanto costa quell articolo,salve e io a al articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a e ora io lman
Quanto costa il biglietto,quanto costa lieto
Piacere Luigi come stai,piacere lei che si
