Truth,Decoded
Perfetto vorrei comprarne due.,si qaboento costa bene due
Tutto bene grazie,quntioio so grazie
Tutto bene tu,quntoio ora io due
Prego,prego
Si grazie e arrivederci,si graeprdr due
Salve quanto costa quell articolo,va grenegrata lo stesso
Quanto costa il biglietto,quanto cosaebglieto
Le auguro una buona giornata,le auguro una una giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
