Truth,Decoded
Buonasera io sono Mario,buonairi io so mario
Buongiorno io sono Mario,pruoio io so mario
Prendiamo un caffe al bar,prendiamo un io lo bar
A che ora arriva il pullman,a e orararia il
Piacere Luigi come stai,piacere lo io io
E in offerta costa dieci euro,e in e so e certo
Si grazie e arrivederci,si un bene il io
Certo ecco a lei vuole un sacchetto,certo io a e io lo mario
Perfetto vorrei comprarne due.,prego io copenl io
Quanto costa il biglietto,quanto cosclieto
Prego,pero
Tutto bene grazie,tutto grazie
Dovrebbe arrivare tra qualche minuto,dovruberaria lo minuto
Va bene grazie lo stesso,vqunbearei lo stesso
Salve quanto costa quell articolo,le cquao io lo tutto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io pero poeredel autista
