Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le auguro un buona giornata
Prego,prego
Perfetto vorrei comprarne due.,si qaoento costa bene io
E in offerta costa dieci euro,si grazie a e si
Quanto costa il biglietto,lequantoto che a
Le auguro una buona giornata,salve lo euro un a lo a
Buongiorno io sono Mario,buongiorno io mario
Buonasera io sono Mario,beoara io sono mario
Va bene grazie lo stesso,si grazie grazie e stesso
Tutto bene grazie,le quntroco io il grazie
"Certo volentieri, io lo prendero macchiato",e bezeio lo due
Prendiamo un caffe al bar,preonariamo un caffe al bar
