Truth,Decoded
Tutto bene tu,tutto bengrazi
Buonasera io sono Mario,buonasera sono mario
Certo ecco a lei vuole un sacchetto,e raiv mario colmain
E in offerta costa dieci euro,e retriao il a
A che ora arriva il pullman,pero vorario olmar
Tutto bene grazie,le tutto e grazie
Salve quanto costa quell articolo,a gfantostaeli so
Va bene grazie lo stesso,a grazie e aivedeci
Le auguro una buona giornata,all io io lo a lo a
Dovrebbe arrivare tra qualche minuto,doverebore arrivare che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prtropenri io autista
"Certo volentieri, io lo prendero macchiato",peretoenl due
Si grazie e arrivederci,si graeneci
Prendiamo un caffe al bar,prfetoadriamo un e al a
Piacere Luigi come stai,piacereoari lo mario
