Truth,Decoded
Tutto bene tu,quntoco costa e due
Buonasera io sono Mario,buona io sono mario
Certo ecco a lei vuole un sacchetto,e e ora a io una
E in offerta costa dieci euro,e graococade e
A che ora arriva il pullman,a che ora mario io pullman
Tutto bene grazie,le quntoco io bgltieto
Salve quanto costa quell articolo,salve quanto io stai il stesso
Va bene grazie lo stesso,a grazie rivlo stieto
Le auguro una buona giornata,all io euro un come all tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare qualche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prego non lo lo io il autista
"Certo volentieri, io lo prendero macchiato",certo e lo due
Si grazie e arrivederci,sireded
Prendiamo un caffe al bar,prendiamo un a lo a
Piacere Luigi come stai,piacere lo come stai
