Truth,Decoded
Tutto bene tu,tutto ora e due
Buonasera io sono Mario,beosra io sono mario
Certo ecco a lei vuole un sacchetto,a a lo stai io a
E in offerta costa dieci euro,si grazie e bene
A che ora arriva il pullman,e lo arari io plma
Tutto bene grazie,tutto le grazie
Salve quanto costa quell articolo,a quanto costa stesso
Va bene grazie lo stesso,a e grazie lo stesso
Le auguro una buona giornata,all un io euro e il a
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare qualche minuto
Prego,prego e
Purtroppo non lo so pero potresti chiedere all autista,purtropopnene io che il autista
"Certo volentieri, io lo prendero macchiato",a gretpnl due
Si grazie e arrivederci,si grutdre due
Prendiamo un caffe al bar,feadiamo un a il a
Piacere Luigi come stai,piacere lei come stai
