Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo so pero trehe lo autista
Tutto bene grazie,tutto grazie
E in offerta costa dieci euro,e in frte costa e si euro
Va bene grazie lo stesso,va bene rarai lo stesso
Piacere Luigi come stai,piacere lo io stai
Dovrebbe arrivare tra qualche minuto,dovrebbe e arrivare salve minuto
"Certo volentieri, io lo prendero macchiato",certo voelenei e io pedel macchiato
Prendiamo un caffe al bar,predia un e lo a
Prego,pero
Salve quanto costa quell articolo,salve quanto il articolo
Buonasera io sono Mario,buonasera io so mario
Perfetto vorrei comprarne due.,prego vorrei io arlae
Si grazie e arrivederci,pirel e
Buonasera io sono Mario,bene io il mario
Va bene grazie lo stesso,si gretze e a lo
Dovrebbe arrivare tra qualche minuto,si e ariar e bene
