Truth,Decoded
Dovrebbe arrivare tra qualche minuto,dovreo e arvar le minuto
Purtroppo non lo so pero potresti chiedere all autista,pertopon so pero il autista
Tutto bene tu,quanto ora grazie
Piacere Luigi come stai,piacere lo come stai
Certo ecco a lei vuole un sacchetto,e e un a io lo a
A che ora arriva il pullman,pero mario al a
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentio io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Prego,prego
