Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Va bene grazie lo stesso,va bene egazi lo stesso
Buonasera io sono Mario,buonasera io so mario
Si grazie e arrivederci,va grazie il stesso
Prego,prego
Prendiamo un caffe al bar,prendero un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtrno lo so pero a si io al costa
Prendiamo un caffe al bar,prendiamo un a al a
Le auguro una buona giornata,le auguro unaona giornata
E in offerta costa dieci euro,e in ora costa dieci euro
Dovrebbe arrivare tra qualche minuto,dovre arrivare a qualche minuto
Salve quanto costa quell articolo,salve io lo stai il articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a che ora arriva il lman
Quanto costa il biglietto,quanto costa il biglietto
Piacere Luigi come stai,piacere luigi come stai
