Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero trede lo autista
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e in offerta costa dieci euro
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certovolentierio io pero macchiato
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Prego,prego
Salve quanto costa quell articolo,salve quanto costa il articolo
Buonasera io sono Mario,buonasera io sono mario
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Si grazie e arrivederci,prego a
Buonasera io sono Mario,buorira io so mario
Va bene grazie lo stesso,si grazie a e io
Dovrebbe arrivare tra qualche minuto,si e arvarde mdine
