Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le aungrurn a buona giornata
Prego,prego
Perfetto vorrei comprarne due.,si graoto costa e due
E in offerta costa dieci euro,a grere a e a
Quanto costa il biglietto,le qutaio il a
Le auguro una buona giornata,a che euro un a lo a
Buongiorno io sono Mario,buoroio a
Buonasera io sono Mario,bar io sono mario
Va bene grazie lo stesso,si grazie arriva bene io
Tutto bene grazie,quotraio so le
"Certo volentieri, io lo prendero macchiato",a bene due
Prendiamo un caffe al bar,preonariamo un a al bar
