Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo e pero potresti chiedere al autista
Quanto costa il biglietto,quanto costa il biglietto
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
E in offerta costa dieci euro,e in offerta costa dieci euro
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Si grazie e arrivederci,si grazie e arivedercies
Prendiamo un caffe al bar,prendiamo un caffe al bar
