Truth,Decoded
Tutto bene tu,tutto bene grazie
Buonasera io sono Mario,beonsra io sono mario
Certo ecco a lei vuole un sacchetto,a ora e tracio io ulmatin
E in offerta costa dieci euro,si grato a e io
A che ora arriva il pullman,bene mario io bar
Tutto bene grazie,tutto e grazie
Salve quanto costa quell articolo,salve a costauelo tieso
Va bene grazie lo stesso,si grazie grazie lo io
Le auguro una buona giornata,le qunueo un e il a
Dovrebbe arrivare tra qualche minuto,dovre arrivare qualche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prtropneneogopero prpti il autista
"Certo volentieri, io lo prendero macchiato",e retcocmprl due
Si grazie e arrivederci,si grateredeci
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere lo come stai
