Truth,Decoded
Perfetto vorrei comprarne due.,si gqanoento costa bene due
Tutto bene grazie,quanto io grazie
Tutto bene tu,quntioio ora io due
Prego,prego
Si grazie e arrivederci,si graepredr a
Salve quanto costa quell articolo,va gbengt lo stesso
Quanto costa il biglietto,quanto coseaeiglieto
Le auguro una buona giornata,le auguro unauona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che arriva il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bengrazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Dovrebbe arrivare tra qualche minuto,dovrebarivare tra qualche minuto
