Truth,Decoded
Certo ecco a lei vuole un sacchetto,a e e mario costa un un
Piacere Luigi come stai,piacere a e come si
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,si prego bene che
Salve quanto costa quell articolo,salve quztosta il sono
Buonasera io sono Mario,beonsra io sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,e in e arrivederci
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le auguro unabuona giornata
