Truth,Decoded
Buonasera io sono Mario,io io io io io
Buongiorno io sono Mario,io io io io
Prendiamo un caffe al bar,bene io io io
A che ora arriva il pullman,tu io
Piacere Luigi come stai,io io io mario
E in offerta costa dieci euro,e e sono
Si grazie e arrivederci,due io
Certo ecco a lei vuole un sacchetto,io io io mario
Perfetto vorrei comprarne due.,pero io e si
Quanto costa il biglietto,io io
Prego,io
Tutto bene grazie,un a
Dovrebbe arrivare tra qualche minuto,tra io
Va bene grazie lo stesso,io io
Salve quanto costa quell articolo,ecco io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io io io e acihito
