Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io io io io io lo macchiato
Tutto bene grazie,un io
E in offerta costa dieci euro,tu a minuto
Va bene grazie lo stesso,e pero
Piacere Luigi come stai,io io io
Dovrebbe arrivare tra qualche minuto,due e a io
"Certo volentieri, io lo prendero macchiato",certo io io e io e e acito
Prendiamo un caffe al bar,e io io a
Prego,tu
Salve quanto costa quell articolo,a io
Buonasera io sono Mario,ruorai io io
Perfetto vorrei comprarne due.,due io e io
Si grazie e arrivederci,pero e
Buonasera io sono Mario,e mario
Va bene grazie lo stesso,e e
Dovrebbe arrivare tra qualche minuto,e e io
