Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so lo pero lo autista
Tutto bene grazie,tutto e grazie
E in offerta costa dieci euro,e in ora costa dieci euro
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certo voleni io pero predrl macchiato
Prendiamo un caffe al bar,prendiamo un e lo bar
Prego,e
Salve quanto costa quell articolo,salve quanto lo so il articolo
Buonasera io sono Mario,buonasera io so mario
Perfetto vorrei comprarne due.,prego vorrei comparl due
Si grazie e arrivederci,pero a
Buonasera io sono Mario,buona io il mario
Va bene grazie lo stesso,a grazie a a lo io
Dovrebbe arrivare tra qualche minuto,soreoe ora e minuto
