Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere luigi come stai
Quanto costa il biglietto,quantocosta il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Si grazie e arrivederci,va grazie io a quell rtino
Le auguro una buona giornata,le auguro una buona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
Va bene grazie lo stesso,va bene grazie lo stesso
"Certo volentieri, io lo prendero macchiato",certo ontioro lo lo compern tu
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe e rivre tu qualche minuto
Buongiorno io sono Mario,buongiorno io sono mario
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Salve quanto costa quell articolo,salve quanto costa quell articolo
Buonasera io sono Mario,buonasera io sono mario
Prego,prego
