Truth,Decoded
Buonasera io sono Mario,buonairi io so mario
Buongiorno io sono Mario,pbuonoio io so mario
Prendiamo un caffe al bar,prendiamo un io lo bar
A che ora arriva il pullman,a che orararia pullman
Piacere Luigi come stai,piacere lo io io
E in offerta costa dieci euro,e in e so eciero
Si grazie e arrivederci,si grazie bene e io
Certo ecco a lei vuole un sacchetto,certo a a io sono mario
Perfetto vorrei comprarne due.,perfetto vorrei copenrtie
Quanto costa il biglietto,quntocoscl ilaieto
Prego,prego
Tutto bene grazie,tutto e grazie
Dovrebbe arrivare tra qualche minuto,dovrebnerari a il minuto
Va bene grazie lo stesso,va bene areai lo stesso
Salve quanto costa quell articolo,salve cquao io io il acieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io pero poetedel autista
