Truth,Decoded
Piacere Luigi come stai,piacere luigi come stai
Buonasera io sono Mario,buonasera io sono mario
Si grazie e arrivederci,si grazie e arrivederci
Prendiamo un caffe al bar,prendiamo un caffe al bar
Quanto costa il biglietto,un aoaosa biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io so so potresti chiedere lo autista
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
A che ora arriva il pullman,a che ora arriva il pullman
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",certo volentieri io io deredro macchiato
Le auguro una buona giornata,le aurgrurn un una giornata
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prego,prego
