Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le euro un un buona giornata
Prego,prego
Perfetto vorrei comprarne due.,e quanto costa bene io
E in offerta costa dieci euro,a lei a e e
Quanto costa il biglietto,lquto lo a
Le auguro una buona giornata,le tutto lo ora e lo a
Buongiorno io sono Mario,buoror
Buonasera io sono Mario,buona io so il mario
Va bene grazie lo stesso,a bene grazie bene io
Tutto bene grazie,tutto si grazie
"Certo volentieri, io lo prendero macchiato",a e il due
Prendiamo un caffe al bar,preoariamo un che al bar
