Truth,Decoded
Certo ecco a lei vuole un sacchetto,e e un a costa il mario
Piacere Luigi come stai,piacere lo lo come stai
Buongiorno io sono Mario,buongiorno sono mario
Si grazie e arrivederci,sirtrbdreai
Salve quanto costa quell articolo,al gqezt costa stesso
Buonasera io sono Mario,buonasera io so mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io arrivederci
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le auguro una buona giornata
