Truth,Decoded
Tutto bene tu,prutoto beagrazi
Buonasera io sono Mario,buonasera io so mario
Certo ecco a lei vuole un sacchetto,e e tra io lo mario
E in offerta costa dieci euro,pirei lo a
A che ora arriva il pullman,prego vorara io sono bar
Tutto bene grazie,tutto grazie
Salve quanto costa quell articolo,si ora ratstael rtieso
Va bene grazie lo stesso,a greoe ivegl io
Le auguro una buona giornata,e io io un a lo a
Dovrebbe arrivare tra qualche minuto,dovrebbe arvar che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prton io lo sompl autista
"Certo volentieri, io lo prendero macchiato",peretbatopl due
Si grazie e arrivederci,piaertbede si
Prendiamo un caffe al bar,prearamo un a lo bar
Piacere Luigi come stai,piacere lo come stai
