Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si ora io io rivede in
Certo ecco a lei vuole un sacchetto,certo ecco a lo lei vuole un sacchetto
Salve quanto costa quell articolo,salve quangouco tu quell acicoto
Tutto bene grazie,tutto e grazie
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe grivae qualche minuto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo so pero si tu ciedeal autista
