Truth,Decoded
Tutto bene tu,buntroto afrar il e
Buonasera io sono Mario,bensra io sono lo mario
Certo ecco a lei vuole un sacchetto,e e all raia io il a
E in offerta costa dieci euro,si graerivasa arde si
A che ora arriva il pullman,prego vorrei non lo bar
Tutto bene grazie,quntotoco e all io
Salve quanto costa quell articolo,a qengrat costa il articolo
Va bene grazie lo stesso,si grazie grazie le tutto
Le auguro una buona giornata,e lo io un e al a
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare traqulche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo pnenieri pero preptrl autista
"Certo volentieri, io lo prendero macchiato",a bene il due
Si grazie e arrivederci,si grazie raredrerdi
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere lei come lo mario
