Truth,Decoded
Tutto bene tu,tutto bene grazie
Buonasera io sono Mario,beonsra io sono mario
Certo ecco a lei vuole un sacchetto,e e lo a io il mario
E in offerta costa dieci euro,pererev e e lo
A che ora arriva il pullman,prego ora io sono bar
Tutto bene grazie,quntoto e igrazieto
Salve quanto costa quell articolo,a gfangrt costaedo tieso
Va bene grazie lo stesso,e graoea io certo
Le auguro una buona giornata,e lo certo euro e il a
Dovrebbe arrivare tra qualche minuto,povrebo e arrivare che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,pertopovpneneri io lo autista
"Certo volentieri, io lo prendero macchiato",certo e il due
Si grazie e arrivederci,piertededi
Prendiamo un caffe al bar,preonadriamo un caffe al bar
Piacere Luigi come stai,piacereoleli io mario
