Truth,Decoded
Piacere Luigi come stai,piacere lo come stai
Buonasera io sono Mario,buonasera io sono mario
Si grazie e arrivederci,si grazie e arrivederci
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Quanto costa il biglietto,vqungato a bglie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io so e tcede lo autista
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in ora costa dieci euro
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,prego vorrei comprarne due
A che ora arriva il pullman,a e arriva il pullman
Tutto bene tu,tutto e tu
"Certo volentieri, io lo prendero macchiato",certo voleontie pero io pero macchiato
Le auguro una buona giornata,le auguro un una giornata
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prego,prego
