Truth,Decoded
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Le auguro una buona giornata,le auguro una buona giornata
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Buongiorno io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
A che ora arriva il pullman,a che ora arriva il pullman
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Si grazie e arrivederci,si grazie e arrivederci
Prego,prego
Dovrebbe arrivare tra qualche minuto,io bene grarivae qualche minuto
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
