Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,io io io e io
Tutto bene grazie,io io
E in offerta costa dieci euro,io io
Va bene grazie lo stesso,io io
Piacere Luigi come stai,certo io
Dovrebbe arrivare tra qualche minuto,io io io
"Certo volentieri, io lo prendero macchiato",io io e io
Prendiamo un caffe al bar,io io io
Prego,io io
Salve quanto costa quell articolo,certo io
Buonasera io sono Mario,io io
Perfetto vorrei comprarne due.,io io
Si grazie e arrivederci,io io
Buonasera io sono Mario,io e io
Va bene grazie lo stesso,io io
Dovrebbe arrivare tra qualche minuto,io io
