Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,prtopopopopo pero lo poede lo autista
Tutto bene grazie,tutto io
E in offerta costa dieci euro,a io al si euro
Va bene grazie lo stesso,pero e lo stesso
Piacere Luigi come stai,pero io io io
Dovrebbe arrivare tra qualche minuto,dorte e e al io
"Certo volentieri, io lo prendero macchiato",purtro io e io e io e il acito
Prendiamo un caffe al bar,prego io a a
Prego,tu a
Salve quanto costa quell articolo,al euro io
Buonasera io sono Mario,pruoario io io
Perfetto vorrei comprarne due.,pero io io a
Si grazie e arrivederci,pireoe a
Buonasera io sono Mario,e mario
Va bene grazie lo stesso,e e
Dovrebbe arrivare tra qualche minuto,e e e io
