Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io io edel aihio
Tutto bene grazie,tu io
E in offerta costa dieci euro,io a io euro
Va bene grazie lo stesso,e e so
Piacere Luigi come stai,io a
Dovrebbe arrivare tra qualche minuto,tu a io
"Certo volentieri, io lo prendero macchiato",io io e io io e e io
Prendiamo un caffe al bar,pero io a
Prego,un a
Salve quanto costa quell articolo,e e io
Buonasera io sono Mario,io lo io io
Perfetto vorrei comprarne due.,eren io io
Si grazie e arrivederci,pero io
Buonasera io sono Mario,tu io e a
Va bene grazie lo stesso,e e
Dovrebbe arrivare tra qualche minuto,e e io
