Truth,Decoded
Tutto bene tu,prutoto saeagr grazie
Buonasera io sono Mario,pbensra io so mario
Certo ecco a lei vuole un sacchetto,a e io traiaiol stai
E in offerta costa dieci euro,si greivs e e
A che ora arriva il pullman,perene vorario so a
Tutto bene grazie,quanto io so bgiet
Salve quanto costa quell articolo,a grengrto stai stesso
Va bene grazie lo stesso,a grazie e grazie il stesso
Le auguro una buona giornata,le quanto io un a lo tu
Dovrebbe arrivare tra qualche minuto,dovrebeiarivare che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,certo lei io costa autista
"Certo volentieri, io lo prendero macchiato",si retnl io
Si grazie e arrivederci,si grazie si
Prendiamo un caffe al bar,prendiamo un a lo bar
Piacere Luigi come stai,piacereoli come stai
