Truth,Decoded
Le auguro una buona giornata,le auguro un giornata
Va bene grazie lo stesso,va bene e mario lo stesso
Buonasera io sono Mario,tu onair io io mario
Si grazie e arrivederci,si bene e tu
Prego,pero
Prendiamo un caffe al bar,prendero un che io bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io io io io io al costa
Prendiamo un caffe al bar,pbenriar un al a
Le auguro una buona giornata,le e euro a giornata
E in offerta costa dieci euro,e in io e e si euro
Dovrebbe arrivare tra qualche minuto,dovrebearivar a le minuto
Salve quanto costa quell articolo,salve io io al articolo
Tutto bene tu,tutto e e
A che ora arriva il pullman,a e ora mario lman
Quanto costa il biglietto,quanto costa a io
Piacere Luigi come stai,piacere lo io e si
