Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo io io pero e e lo autista
Tutto bene grazie,tutto e grazie
E in offerta costa dieci euro,e e ora costa ecco euro
Va bene grazie lo stesso,va e mario lo stesso
Piacere Luigi come stai,piacere lo lo si
Dovrebbe arrivare tra qualche minuto,dovrebbe e ariara e salve minuto
"Certo volentieri, io lo prendero macchiato",certo vuole si e lo pedel macchiato
Prendiamo un caffe al bar,predia un a lo bar
Prego,e
Salve quanto costa quell articolo,salve quanto io e lo mtinolo
Buonasera io sono Mario,buona io so mario
Perfetto vorrei comprarne due.,pero vorrei io al e
Si grazie e arrivederci,pireael a
Buonasera io sono Mario,un io e e
Va bene grazie lo stesso,si e a e
Dovrebbe arrivare tra qualche minuto,sreoe ora e un
