Truth,Decoded
Le auguro una buona giornata,io io
Va bene grazie lo stesso,bene io
Buonasera io sono Mario,io io
Si grazie e arrivederci,tu io
Prego,certo
Prendiamo un caffe al bar,io a
Purtroppo non lo so pero potresti chiedere all autista,io io
Prendiamo un caffe al bar,ereba lo
Le auguro una buona giornata,e acelo
E in offerta costa dieci euro,io lo
Dovrebbe arrivare tra qualche minuto,tu lo
Salve quanto costa quell articolo,certo io
Tutto bene tu,e io
A che ora arriva il pullman,e io
Quanto costa il biglietto,e io
Piacere Luigi come stai,io lo
