Truth,Decoded
Buonasera io sono Mario,io io io io
Buongiorno io sono Mario,io io io
Prendiamo un caffe al bar,io io io
A che ora arriva il pullman,io io
Piacere Luigi come stai,io io io io
E in offerta costa dieci euro,e e io
Si grazie e arrivederci,tu e io
Certo ecco a lei vuole un sacchetto,io io io io
Perfetto vorrei comprarne due.,certo io io
Quanto costa il biglietto,io io
Prego,tu io
Tutto bene grazie,io a
Dovrebbe arrivare tra qualche minuto,due e io
Va bene grazie lo stesso,tu e io
Salve quanto costa quell articolo,certo io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io io io e io
