Truth,Decoded
Va bene grazie lo stesso,a grazie e grazie lo stito
"Certo volentieri, io lo prendero macchiato",salve quaetocel atieo
Buongiorno io sono Mario,prenmario
Perfetto vorrei comprarne due.,salve quanto costa eledio
E in offerta costa dieci euro,a grazie so rdeceo
Piacere Luigi come stai,piacere lei come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so lo pero prostrechiedere al autista
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Si grazie e arrivederci,si grazie e arrivederci
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene tu,tutto bene tu
Va bene grazie lo stesso,va bengraze lo stesso
