Truth,Decoded
Perfetto vorrei comprarne due.,si graoeto costa bene due
Tutto bene grazie,le quanto io so igliet
Tutto bene tu,quanto io io corgl due
Prego,prego
Si grazie e arrivederci,si graedeai
Salve quanto costa quell articolo,si greng lo stesso
Quanto costa il biglietto,quanto costa biglietto
Le auguro una buona giornata,le auguro una buona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto benegrazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
