Truth,Decoded
Le auguro una buona giornata,leaugu un giornata
Va bene grazie lo stesso,due e tra stesso
Buonasera io sono Mario,tu bene a io lo mario
Si grazie e arrivederci,drebe e e
Prego,pero
Prendiamo un caffe al bar,prego io e a
Purtroppo non lo so pero potresti chiedere all autista,pureriopopo io io io io io io costa
Prendiamo un caffe al bar,prebdara un a in
Le auguro una buona giornata,le tu e a giornata
E in offerta costa dieci euro,e io io e si euro
Dovrebbe arrivare tra qualche minuto,dorebeariva race minuto
Salve quanto costa quell articolo,e e io a e articolo
Tutto bene tu,lo
A che ora arriva il pullman,e si e si lman
Quanto costa il biglietto,quanto lo caieto
Piacere Luigi come stai,piacere io a
