Truth,Decoded
Buonasera io sono Mario,buonasera io so mario
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un caffe lo bar
A che ora arriva il pullman,a che arriva il pullman
Piacere Luigi come stai,piacere lo come stai
E in offerta costa dieci euro,e in ora costa dieci euro
Si grazie e arrivederci,si grazie eiae bene acicelo
Certo ecco a lei vuole un sacchetto,certo una a io vuole e macheto
Perfetto vorrei comprarne due.,perfetto vorrei comprnge grazie
Quanto costa il biglietto,quanto costa lblcheto
Prego,prego
Tutto bene grazie,tutobe grazie
Dovrebbe arrivare tra qualche minuto,dovrebenerati a le minuto
Va bene grazie lo stesso,vabebe grazie lo stesso
Salve quanto costa quell articolo,all quangouosuol un aciceto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero poretededere lo autista
