Truth,Decoded
Buonasera io sono Mario,tuonara io sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un a lo bar
A che ora arriva il pullman,a che arriva il pullman
Piacere Luigi come stai,piacere lo come stai
E in offerta costa dieci euro,e in ora ora dieci euro
Si grazie e arrivederci,si graneaeaze elericolo
Certo ecco a lei vuole un sacchetto,certo sono a io vuole unmacheto
Perfetto vorrei comprarne due.,perfetto vorrei comprnge grazie
Quanto costa il biglietto,quanto costa iliblieto
Prego,pero
Tutto bene grazie,tutto e grazie
Dovrebbe arrivare tra qualche minuto,dovrebeneara a le minuto
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quangosuol sono aciceto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo sono porsededere lo autista
