Truth,Decoded
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare che minuto
Purtroppo non lo so pero potresti chiedere all autista,certo pnens io costa autista
Tutto bene tu,quntoro ora io grazie
Piacere Luigi come stai,pero lei come stai
Certo ecco a lei vuole un sacchetto,a che stai io lo a
A che ora arriva il pullman,a che mario so bar
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Prego,prego
