Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,vbatn lo costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le auguro un buona giornata
Prego,prego
Perfetto vorrei comprarne due.,si gqaoento costa e io
E in offerta costa dieci euro,a grenre a e a
Quanto costa il biglietto,quanto lo il a
Le auguro una buona giornata,piacere euro euro a lo lo
Buongiorno io sono Mario,bar
Buonasera io sono Mario,buononara io so mario
Va bene grazie lo stesso,a e grazie lo stesso
Tutto bene grazie,quanto che grazie
"Certo volentieri, io lo prendero macchiato",e benetao e io
Prendiamo un caffe al bar,preonadramo un caffe al bar
