Truth,Decoded
Buonasera io sono Mario,buonairi io so mario
Buongiorno io sono Mario,io io so mario
Prendiamo un caffe al bar,bene un io bar
A che ora arriva il pullman,lo e ora ularn
Piacere Luigi come stai,piacere io lo io mario
E in offerta costa dieci euro,in lo io e certo
Si grazie e arrivederci,si ruezeael io
Certo ecco a lei vuole un sacchetto,certo io a e io un mario
Perfetto vorrei comprarne due.,parent io io opnl io
Quanto costa il biglietto,un io il aieto
Prego,e
Tutto bene grazie,tutto e che
Dovrebbe arrivare tra qualche minuto,dovbuberari lo minuto
Va bene grazie lo stesso,va bebearael pero
Salve quanto costa quell articolo,salve un io lo tutto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io pero oeiel autista
