Truth,Decoded
Le auguro una buona giornata,le euro un giornata
Va bene grazie lo stesso,bene mario al stesso
Buonasera io sono Mario,tu ora io un mario
Si grazie e arrivederci,si bene e e tu
Prego,pero
Prendiamo un caffe al bar,prendero un e bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io io stai al costa
Prendiamo un caffe al bar,pero un al in
Le auguro una buona giornata,lo un giornata
E in offerta costa dieci euro,e in io io e si euro
Dovrebbe arrivare tra qualche minuto,dorebearivar a le minuto
Salve quanto costa quell articolo,salve io io al articolo
Tutto bene tu,tutto un tu
A che ora arriva il pullman,si ora mario lman
Quanto costa il biglietto,quanto lo e aieto
Piacere Luigi come stai,piacere lo io e a
