Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,certo io io io oioiere aihito
Tutto bene grazie,lo io
E in offerta costa dieci euro,io a a euro
Va bene grazie lo stesso,e e io
Piacere Luigi come stai,io io a
Dovrebbe arrivare tra qualche minuto,prutr io
"Certo volentieri, io lo prendero macchiato",io io e io io erere acito
Prendiamo un caffe al bar,e io e e a
Prego,tutto a
Salve quanto costa quell articolo,e e e io
Buonasera io sono Mario,io lo io mario
Perfetto vorrei comprarne due.,e bene io io
Si grazie e arrivederci,pero io
Buonasera io sono Mario,e io a
Va bene grazie lo stesso,e io
Dovrebbe arrivare tra qualche minuto,bene e io
