Truth,Decoded
Dovrebbe arrivare tra qualche minuto,poreore arrivare che bene
Purtroppo non lo so pero potresti chiedere all autista,prtrto posteni io io io il autista
Tutto bene tu,tutto e a tu
Piacere Luigi come stai,piacere al come stai
Certo ecco a lei vuole un sacchetto,e e a a io lo un
A che ora arriva il pullman,pero mario so a
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volenti io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Prego,prego
