Truth,Decoded
Le auguro una buona giornata,tu io
Va bene grazie lo stesso,pero io
Buonasera io sono Mario,pero io a
Si grazie e arrivederci,pero a
Prego,io
Prendiamo un caffe al bar,mario a
Purtroppo non lo so pero potresti chiedere all autista,io e io
Prendiamo un caffe al bar,pero a io
Le auguro una buona giornata,tu a ainero
E in offerta costa dieci euro,e un euro
Dovrebbe arrivare tra qualche minuto,tu e a aineunto
Salve quanto costa quell articolo,pero io
Tutto bene tu,io
A che ora arriva il pullman,tu io
Quanto costa il biglietto,tu a
Piacere Luigi come stai,io io
