Truth,Decoded
Tutto bene tu,quanto lo lo un lo grazie
Buonasera io sono Mario,io ora io sono mario
Certo ecco a lei vuole un sacchetto,e e io lo lo un
E in offerta costa dieci euro,e rerie a a a lo
A che ora arriva il pullman,prego ora io sono bar
Tutto bene grazie,e quanto io e grazie
Salve quanto costa quell articolo,al quanto costaelo rtieo
Va bene grazie lo stesso,a grazie e a lo tutto
Le auguro una buona giornata,e lo euro un e lo a
Dovrebbe arrivare tra qualche minuto,poerebo e arrivare che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,pertoepoenere io io si lo autista
"Certo volentieri, io lo prendero macchiato",e bene si lo due
Si grazie e arrivederci,si e dieci
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacereolri io stai
